 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
1435,60,8,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.42,8/24/2020,Erin,Mason,HCS,HCS-44,5,1135,4805,3670,SA,9/11/2020,SA,8,110,25,d40g,3,9/11/2020,ET,14,9/25/2020,AW,5.1510,2.0650,2.0350,2.2350,1.8240,1.8080,1.9860,345.6,AW,3108,AW,8.99,20200925,2652,W,2.6987,99.40,0.0377,1.5837,6.1463,7.8,0.159,100,97.7511,100.15,99.7001,N,N,,,Adin / Saad,20200930.1,377.03,199.018,1.894,Saad,20200928,20201001,Mina,,Saad,Mina,Adin,10C8,44104,5,44102,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1435,1,0,C,8,,-0.1016,-0.508,-0.635,0.0254,-0.3302,-0.1778,-0.0762
1436,61,8,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.42,8/24/2020,Erin,Vishwa,HCS,HCS-45,7,1170,5010,3840,SA,9/15/2020,SA,8,110,25,d40g,5,9/15/2020,ET,8,9/23/2020,AW,5.1520,2.0860,2.0610,2.2400,1.8390,1.8080,1.9940,349.6,AW,3244,AW,9.28,20200924,2654,W,3.5608,99.48,0.1507,2.1854,6.7445,9.1,0.186,100.6,99.2504,98.9505,99.1004,N,N,,,Adin / Saad,20200930.1,382.096,199.018,1.920,Saad,20200928,20201001,Mina,,Adin,Mina,Adin,12D8,44104,7,44102,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1436,1,2,D,8,,-0.0762,0.0254,0.0254,0.1524,0.0508,-0.1778,0.127
1437,62,8,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.50,8/24/2020,Erin,Mason,HCS,HCS-44,7,1170,5040,3870,SA,9/4/2020,SA,8,110,25,d40g,2,9/4/2020,ET,20,9/24/2020,AW,5.1530,2.0840,2.0560,2.2410,1.8410,1.8080,1.9920,349.4,AW,3260,AW,9.33,20200924,2639,W,1.1244,98.91,0.1137,1.3263,3.6756,5.1,0.141,99.7001,99.8501,99.5502,96.5517,N,N,,,Adin / Saad,20200930.1,390.789,199.018,1.964,Saad,20200928,20201001,Mina,,Adin,Mina,Adin,10D8,44104,6,44102,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1437,1,0,D,8,,-0.0508,-0.0254,-0.1016,0.1778,0.1016,-0.1778,0.0762
1438,51,4,7,23,10/5/2020,13B/28B,Sector 1-12,SG47,28-B,0.50,8/25/2020,Erin,Jerome,HCS,HCS-44,7,1220,5185,3965,SA,9/14/2020,SA,8,110,25,d40g,4,9/14/2020,ET,8,9/22/2020,AW,5.4470,2.0830,2.0700,2.2670,1.8050,1.8020,1.9850,369.9,AW,3344,AW,9.04,20200922,2655,W,0.1499,99.51,0.0377,1.3183,6.1770,7.5,0.160,99.8501,99.2504,98.2009,100.75,N,N,,,Mason,20200923.2,178.359,207.72,0.859,Zander,20200923,20200923,Mason,,Caroline,Mina,Mina,10A4,44097,1,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1438,1,0,A,4,,0.0254,-0.0508,-0.3048,-0.1778,-0.3302,-0.3302,-0.127
1439,52,4,7,22,9/22/2020,,Sector 1-12,SG47,28-B,0.42,8/25/2020,Erin,Jerome,HCS,HCS-42,6,1220,5195,3975,SA,8/28/2020,SA,8,110,25,d40g,1.5,8/28/2020,ET,13,9/10/2020,AW,5.4490,2.1050,2.0850,2.2790,1.8200,1.7980,2.0020,374.9,AW,3432,AW,9.15,20200910,2661,W,0.2249,99.74,0.0376,1.5408,7.5160,9.1,0.161,100,99.4003,99.8501,99.7001,N,N,,,Mason,20200915,281.097,177.23,1.586,Zander,20200916,20200916,Will,,Adin,Adin,Mason,10B4,44089,5,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1439,1,0,B,4,,0.0762,0.508,0.0762,0.127,0.0508,-0.4318,0.3048
1440,53,4,7,29,12/8/2020,,Sector 1-12,SG47,15-B,0.50,8/25/2020,Erin,Saad,HCS,HCS-54,7,1220,5230,4010,SA,11/23/2020,SA,9,110,25,d40g,2.5,11/24/2020,ET,7,12/1/2020,AW,5.4470,2.0830,2.0760,2.2760,1.8180,1.8120,1.9980,373.1,AW,3418,AW,9.16,20201201,2664,W,4.0480,99.85,0.4129,1.7267,4.9925,7.1,0.165,100.3,99.5502,98.051,101.499,N,N,,,Zander,20201202,330.514,273.464,1.209,Zander,20201202,20201202,Zander,,Caroline,Mina,Mina,12B4,44167,1,44167,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1440,1,2,B,4,,0.0254,-0.0508,-0.1524,0.0508,0,-0.0762,0.2032
1441,54,4,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.50,8/25/2020,Erin,Saad,HCS,HCS-44,5,1185,5290,4105,SA,9/11/2020,SA,8,110,25,d40g,2,9/11/2020,ET,11,9/22/2020,AW,5.4500,2.0960,2.0660,2.2750,1.8150,1.7970,1.9940,372.3,AW,3472,AW,9.33,20200922,2661,W,0.1874,99.74,0.0000,0.9019,4.4344,5.3,0.142,100.15,99.5502,98.9505,100.3,N,N,,,Mason,20200923.2,288.523,207.72,1.389,Zander,20200923,20200923,Mason,,Caroline,Mina,Mina,10C4,44097,1,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1441,1,0,C,4,,0.1016,0.2794,-0.4064,0.0254,-0.0762,-0.4572,0.1016
1442,55,4,7,22,9/22/2020,,Sector 1-12,SG47,15-B,0.50,8/26/2020,Erin,Jerome,HCS,HCS-43,6,1220,5335,4115,SA,9/1/2020,SA,8,110,25,d40g,2,9/1/2020,ET,10,9/11/2020,AW,5.4490,2.0970,2.0730,2.2740,1.8220,1.8090,2.0010,373.9,AW,3456,AW,9.24,20200911,2659,W,0.1874,99.66,0.0000,1.0530,6.0549,7.1,0.154,100,99.4003,99.8501,99.4003,N,N,,,Mason,20200915,268.397,177.23,1.514,Zander,20200916,20200916,Will,,Adin,Adin,Mason,09D4,44089,4,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1442,0,9,D,4,,0.0762,0.3048,-0.2286,0,0.1016,-0.1524,0.2794
1443,56,4,7,24,10/19/2020,,Sector 1-12,SG47,15-B,0.50,8/26/2020,Erin,Saad,HCS,HCS-43,7,1225,5065,3840,SA,9/3/2020,ET,8,110,25,d40g,1.5,9/3/2020,ET,13,9/16/2020,AW,5.4500,2.1050,2.0740,2.2790,1.8250,1.8090,2.0000,375.0,AW,3344,AW,8.92,20200916,2662,W,0.0000,99.78,0.0000,0.4884,4.5455,5.0,0.145,99.8501,99.5502,99.8501,99.8501,N,N,,,Mason,20201006,364.025,199.018,1.829,Saad,20200928,20201006,Mason,,Adin,Adin,Adin,12D4,44110,20,44102,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1443,1,2,D,4,,0.1016,0.508,-0.2032,0.127,0.1778,-0.1524,0.254
1444,57,4,7,22,9/22/2020,,Sector 1-12,SG47,15-B,0.50,8/27/2020,Erin,Jerome,HCS,HCS-43,7,1225,5270,4045,SA,8/28/2020,SA,8,110,25,d40g,2.5,8/28/2020,ET,14,9/11/2020,AW,5.4500,2.0920,2.0750,2.2800,1.8220,1.8010,1.9960,373.7,AW,3480,AW,9.31,20200911,2654,W,0.2249,99.48,0.0377,0.6782,6.6315,7.3,0.164,99.7001,98.9505,99.5502,99.7001,N,N,,,Mason,20200915,190.404,177.23,1.074,Zander,20200916,20200916,Will,,Saad,Adin,Mason,11D4,44089,4,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1444,1,1,D,4,,0.1016,0.1778,-0.1778,0.1524,0.1016,-0.3556,0.1524
1445,58,4,7,24,10/19/2020,,Sector 1-12,SG47,15-B,0.50,8/27/2020,Erin,Saad,HCS,HCS-44,7,1220,5365,4145,SA,9/9/2020,SA,8,110,25,d40g,7,9/9/2020,ET,7,9/16/2020,AW,5.4460,2.0950,2.0830,2.2760,1.8160,1.7850,2.0000,372.9,AW,3500,AW,9.39,20200916,2655,W,0.2248,99.51,0.0377,0.8663,6.5913,7.5,0.160,99.7001,99.4003,99.1004,99.8501,N,N,,,Mason,20201006,321.856,199.018,1.617,Saad,20200928,20201006,Mason,,Adin,Adin,Adin,11C4,44110,20,44102,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1445,1,1,C,4,,0,0.254,0.0254,0.0508,-0.0508,-0.762,0.254
1446,59,4,7,23,10/5/2020,,Sector 1-12,SG47,15-B,1.10,8/27/2020,Vishwa,Jerome,HCS,HCS-44,6,1220,5225,4005,SA,9/11/2020,SA,8,110,25,d40g,4,9/11/2020,ET,11,9/22/2020,AW,5.4500,2.0920,2.0720,2.2770,1.8320,1.8110,1.9960,374.1,AW,3450,AW,9.22,20200922,2660,W,0.0749,99.70,0.0000,0.6391,6.8045,7.4,0.163,99.7001,100,99.7001,99.4003,N,N,,,Mason,20200923.2,301.198,207.72,1.450,Zander,20200923,20200923,Mason,,Caroline,Mina,Mina,10D4,44097,1,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1446,1,0,D,4,,0.1016,0.1778,-0.254,0.0762,0.3556,-0.1016,0.1524
1447,50,6,7,22,9/22/2020,,Sector 1-12,SG47,12-B,1.00,8/27/2020,Vishwa,Saad,HCS,HCS-42,6,1195,5105,3910,SA,8/28/2020,VM,8,110,25,d40g,1.5,8/28/2020,ET,13,9/10/2020,AW,5.2740,2.0890,2.0710,2.2530,1.8350,1.8000,1.9890,358.8,AW,3292,AW,9.18,20200910,2634,W,0.1124,98.73,0.0000,1.3288,6.9096,8.2,0.156,99.5502,99.4003,99.2504,96.7016,N,N,,,Mason,20200915.1,190.444,116.727,1.632,Adin,20200915.1,20200916,Will,,Adin,Adin,Mason,12A6,44089,5,44089,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1447,1,2,A,6,,0.1016,0.1016,0,0,0.1778,-0.381,-0.0254
1448,51,6,7,22,9/22/2020,,Sector 1-12,SG47,12-B,1.00,8/27/2020,Vishwa,Jerome,HCS,HCS-43,7,1200,5105,3905,SA,8/28/2020,SA,8,110,25,d40g,2,8/28/2020,ET,14,9/11/2020,AW,5.2730,2.0910,2.0690,2.2560,1.8300,1.8010,1.9980,359.5,AW,3332,AW,9.27,20200911,2659,W,0.1500,99.66,0.0000,1.5043,8.4618,10.0,0.173,99.8501,99.4003,99.7001,99.7001,N,N,,,Mason,20200915.1,205.908,116.727,1.764,Adin,20200915.1,20200916,Will,,Saad,Adin,Mason,12B6,44089,4,44089,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1448,1,2,B,6,,0.0762,0.1524,-0.0508,0.0762,0.0508,-0.3556,0.2032
1449,52,6,7,22,9/22/2020,,Sector 1-12,SG47,12-B,0.50,8/28/2020,Erin,Saad,HCS,HCS-43,6,1195,5065,3870,SA,9/1/2020,SA,8,110,25,d40g,2,9/1/2020,ET,10,9/11/2020,AW,5.2730,2.0680,2.0500,2.2480,1.8450,1.7970,1.9890,356.5,AW,3288,AW,9.22,20200911,2624,W,0.4872,98.35,0.1143,3.3918,10.7851,14.3,0.216,99.5502,99.4003,98.2009,96.2519,N,N,,,Mason,20200915.1,222.606,177.23,1.256,Zander,20200916,20200916,Will,,Saad,Adin,Mason,12C6,44089,4,44090,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1449,1,2,C,6,,0.0762,-0.4318,-0.5334,-0.127,0.4318,-0.4572,-0.0254
1450,52,5,7,22,9/22/2020,,Sector 1-12,SG47,15-B,0.50,8/28/2020,Erin,Saad,HCS,HCS-43,7,1210,5150,3940,SA,9/2/2020,ET,8,110,25,d40g,1.5,9/2/2020,ET,12,9/14/2020,AW,5.3520,2.0820,2.0750,2.2600,1.8000,1.8100,1.9970,364.1,AW,3322,AW,9.12,20200914,2660,W,0.3748,99.70,0.0000,0.7895,6.5790,7.4,0.155,99.4003,99.7001,100,99.7001,N,N,,,Mason,20200915.1,292.04,199.031,1.467,Zander,20200916.1,20200916,Will,,Saad,Adin,Mason,11D5,44089,1,44090,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1450,1,1,D,5,,0.0508,-0.0762,-0.0254,-0.0762,-0.5842,-0.127,0.1778
1451,53,5,7,23,10/5/2020,13-A/15-B,Sector 1-12,SG47,13-A,0.38,8/28/2020,Erin,Saad,HCS,HCS-43,7,1210,5130,3920,SA,9/3/2020,ET,8,110,25,d40g,1.5,9/3/2020,ET,18,9/21/2020,AW,5.3530,2.0950,2.0780,2.2650,1.8340,1.8170,2.0020,367.6,AW,3338,AW,9.08,20200921,2664,W,0.2249,99.85,0.0000,0.2628,2.0270,2.3,0.110,101.199,99.8501,99.5502,98.8006,N,N,,,Mason,20200923.2,241.229,207.72,1.161,Zander,20200923,20200923,Mason,,Caroline,Mina,Mina,12A5,44097,2,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1451,1,2,A,5,,0.0762,0.254,0.0508,0.0508,0.2794,0.0508,0.3048
1452,54,5,7,22,9/22/2020,15-B/12-B,Sector 1-12,SG47,15-B,0.50,8/28/2020,Erin,Daniel,HCS,HCS-43,6,1210,5115,3905,SA,9/1/2020,ET,8,110,25,d40g,1.5,9/1/2020,ET,13,9/14/2020,AW,5.3520,2.1000,2.0650,2.2610,1.8120,1.7960,1.9930,364.2,AW,3316,AW,9.10,20200914,2656,W,0.5247,99.55,0.0377,1.4307,10.0904,11.6,0.170,99.4003,99.8501,99.8501,99.1004,N,N,,,Mason,20200915.1,190.602,177.23,1.075,Zander,20200916,20200916,Will,,Saad,Adin,Mason,12B5,44089,1,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1452,1,2,B,5,,0.0508,0.381,-0.2794,-0.0508,-0.2794,-0.4826,0.0762
1453,55,5,7,23,10/5/2020,,Sector 1-12,SG47,15-B,1.15,8/28/2020,Vishwa,Saad,HCS,HCS-44,7,1205,5035,3830,SA,9/11/2020,SA,8,110,25,d40g,4,9/11/2020,ET,10,9/21/2020,AW,5.3530,2.0870,2.0650,2.2620,1.8320,1.8070,1.9920,365.0,AW,3344,AW,9.16,20200921,2662,W,0.2624,99.78,0.0000,0.4132,3.3434,3.8,0.127,100,100,99.2504,99.8501,N,N,,,Mason,20200923.2,234.255,207.72,1.128,Zander,20200923,20200923,Mason,,Caroline,Mina,Mina,12C5,44097,2,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1453,1,2,C,5,,0.0762,0.0508,-0.2794,-0.0254,0.2286,-0.2032,0.0508
1454,0,none,none,,,converted to S13-64,,SG47,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,0.0,,,,#DIV/0!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,#NUM!,#NUM!,#NUM!,not finished testing,#DIV/0!,#N/A,#NUM!,#NUM!,#N/A,#NUM!,FALSE,FALSE,#NUM!,1454,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1455,51,9,7,22,9/22/2020,,Sector 1-12,SG47,11-B,0.25,8/28/2020,Saad,Caroline,HCS,HCS-43,7,1160,4945,3785,SA,8/31/2020,SA,8,110,25,d40g,2,8/31/2020,ET,11,9/11/2020,AW,5.1210,2.0950,2.0560,2.2260,1.8420,1.8020,1.9860,345.7,AW,3214,AW,9.30,20200911,2667,W,0.3373,99.96,0.0375,0.3375,2.3997,2.8,0.121,99.8501,100,100,100,N,N,,,Mason,20200915.1,215.213,177.23,1.214,Zander,20200916,20200916,Will,,Adin,Adin,Mason,11A9,44089,4,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1455,1,1,A,9,,0.0762,0.254,0,0.0254,0.0254,-0.3302,-0.0762
1456,52,9,7,22,9/22/2020,,Sector 1-12,SG47,11-B,0.33,8/28/2020,Erin,Saad,HCS,HCS-43,6,1165,4915,3750,SA,8/31/2020,SA,8,110,25,d40g,1.5,8/31/2020,ET,11,9/11/2020,AW,5.1190,2.0820,2.0600,2.2260,1.8380,1.8110,1.9810,345.0,AW,3178,AW,9.21,20200911,2648,W,0.7871,99.25,0.0000,2.1526,5.4758,7.6,0.171,98.3508,100.3,99.4003,98.9505,N,N,,,Mason,20200915.1,191.744,177.23,1.082,Zander,20200916,20200916,Will,,Saad,Adin,Mason,12C9,44089,4,44090,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1456,1,2,C,9,,0.0254,-0.0762,0.1016,0.0254,-0.0762,-0.1016,-0.2032
1457,53,9,7,24,10/19/2020,11-B; SMALL BT; retouched Sep 23 PATCH JOB,Sector 1-12,SG47,11-B,0.81,8/31/2020,Vishwa,Saad,HCS,HCS-44,6,1160,4900,3740,SA,9/11/2020,SA,8,110,25,d40g,2,9/11/2020,ET,11,9/22/2020,AW,5.1020,2.0920,2.0510,2.2240,1.8450,1.8200,1.9890,345.0,AW,3154,AW,9.14,20201006,2636,W,1.6492,98.80,0.1517,2.9211,6.7906,9.9,0.187,99.7001,97.901,99.2504,98.3508,N,N,,,Mason,20201006.2,287.458,216.78,1.326,Mason,20201007.1,20201006,Mason,R,Adin,Adin,Adin,12B9,44110,14,44111,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1457,1,2,B,9,,-0.4064,0.1778,-0.127,-0.0254,0.1016,0.127,0
1458,54,9,7,23,10/5/2020,11-B/ 15-B,Sector 1-12,SG47,15-B,0.80,8/31/2020,Vishwa,Saad,HCS,HCS-43,7,1160,4900,3740,SA,9/3/2020,ET,8,110,25,d40g,1.5,9/3/2020,ET,19,9/22/2020,AW,5.1210,2.0850,2.0570,2.2340,1.8450,1.8140,1.9960,347.4,AW,3140,AW,9.04,20200922,2666,W,0.1874,99.93,0.0000,0.2626,3.5259,3.8,0.114,100.3,99.5502,100,99.8501,N,N,,,Mason,20200923.2,239.992,207.72,1.155,Zander,20200923,20200923,Mason,,Adin,Mina,Mina,11D9,44097,1,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1458,1,1,D,9,,0.0762,0,0.0254,0.2286,0.1016,-0.0254,0.1778
1459,55,9,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.74,8/31/2020,Vishwa,Saad,HCS,HCS-44,7,1155,4925,3770,SA,9/11/2020,SA,8,110,25,d40g,2,9/11/2020,ET,11,9/22/2020,AW,5.1210,2.0850,2.0480,2.2320,1.8420,1.8150,1.9940,346.6,AW,3190,AW,9.20,20200922,2659,W,0.0000,99.66,0.0376,0.7146,5.8669,6.6,0.144,99.7001,99.7001,99.4003,99.8501,N,N,,,Mason,20200923.2,245.958,207.72,1.184,Zander,20200923,20200923,Mason,,Adin,Mina,Mina,11B9,44097,1,44097,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1459,1,1,B,9,,0.0762,0,-0.2032,0.1778,0.0254,0,0.127
1460,0,none,none,,,converted to S13-64,,SG47,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,0.0,,,,#DIV/0!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,#NUM!,#NUM!,#NUM!,not finished testing,#DIV/0!,#N/A,#NUM!,#NUM!,#N/A,#NUM!,FALSE,FALSE,#NUM!,1460,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1461,56,9,7,24,10/19/2020,,Sector 1-12,SG47,15-B,0.38,8/31/2020,Erin,Saad,HCS,HCS-43,6,1160,4835,3675,SA,9/1/2020,ET,8,110,25,d40g,2.5,9/1/2020,ET,15,9/16/2020,AW,5.1190,2.0890,2.0540,2.2270,1.8320,1.7970,1.9980,345.6,AW,3188,AW,9.22,20200916,2653,W,0.4498,99.44,0.0377,0.8669,8.0287,8.9,0.168,100.75,99.2504,98.5007,99.2504,N,N,,,Mason,20201006,366.9,199.018,1.844,Saad,20200928,20201006,Mason,,Adin,Adin,Adin,12A9,44110,20,44102,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1461,1,2,A,9,,0.0254,0.1016,-0.0508,0.0508,-0.2286,-0.4572,0.2286
1462,51,10,7,23,10/5/2020,10-B/11-B,Sector 1-12,SG47,10-B,0.38,8/31/2020,Erin,Mason,HCS,HCS-43,7,1155,4910,3755,SA,9/3/2020,ET,8,110,25,d40g,1.5,9/3/2020,ET,12,9/15/2020,AW,5.0970,2.0800,2.0570,2.2220,1.8350,1.7870,1.9900,342.5,AW,3092,AW,9.03,20200915,2660,W,0.5247,99.70,0.0000,0.8271,4.8872,5.7,0.133,99.8501,99.7001,99.8501,99.4003,N,N,,,Adin / Saad,20200930.1,378.746,199.018,1.903,Saad,20200928,20201001,Mina,,Adin,Mina,Adin,11A10,44104,15,44102,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1462,1,1,A,10,,0.0762,-0.127,0.1524,0.1524,-0.2794,-0.7112,0.0254
1463,52,10,7,23,10/5/2020,,Sector 1-12,SG47,11-B,0.42,9/1/2020,Erin,Mason,HCS,HCS-44,7,1155,4840,3685,SA,9/9/2020,SA,8,110,25,d40g,2.5,9/9/2020,ET,16,9/25/2020,AW,5.0900,2.0810,2.0490,2.2300,1.8490,1.8100,1.9940,344.3,AW,3168,AW,9.20,20200925,2666,W,0.2249,99.93,0.0000,0.3751,3.6384,4.0,0.114,99.8501,100,100,99.8501,N,N,,,Erin,20200929,279.33,187.964,1.486,Adin,20200925,20200929,Erin,,Saad,Mina,Mina,11B10,44103,4,44099,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1463,1,1,B,10,,-0.1016,-0.1016,-0.0508,0.3556,0.0762,-0.127,0.127
1464,53,10,7,23,10/5/2020,11-B/11-A,Sector 1-12,SG47,11-B,0.42,9/1/2020,Erin,Mason,HCS,HCS-44,7,1150,4930,3780,SA,9/14/2020,SA,8,110,25,d40g,1.5,9/14/2020,ET,11,9/25/2020,AW,5.0900,2.0670,2.0450,2.2250,1.8490,1.8160,1.9950,343.3,AW,3142,AW,9.15,20200925,2645,W,0.1874,99.14,0.0000,0.1512,2.9112,3.1,0.118,98.9505,99.2504,99.1004,99.2504,N,N,,,Erin,20200929,306.81,187.964,1.632,Adin,20200925,20200929,Erin,,Saad,Mina,Mina,12C10,44103,4,44099,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1464,1,2,C,10,,-0.1016,-0.4572,-0.1524,0.2286,0.0762,0.0254,0.1524
1465,54,10,7,24,10/19/2020,11-A/16-A,Sector 1-12,SG47,11-A,0.42,9/1/2020,Erin,Daniel,HCS,HCS-46,7,1155,4875,3720,SA,9/23/2020,SA,8,110,25,d40g,7,9/23/2020,ET,13,10/6/2020,AW,5.0910,2.0840,2.0520,2.2310,1.8460,1.8070,2.0000,344.9,AW,3150,AW,9.13,20201006,2654,W,1.0495,99.48,0.0754,2.4491,6.2170,8.7,0.176,100.3,98.5007,99.2504,99.8501,N,N,,,Mina,20201008.1,311.118,184.016,1.691,Mina,20201008.1,20201008,Mina,,Adin,Adin,Adin,12D10,44112,2,44112,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1465,1,2,D,10,,-0.0762,-0.0254,0.0254,0.381,0,-0.2032,0.2794
1466,0,none,none,,,converted to S13-64,,SG47,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,0.0,,,,#DIV/0!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,#NUM!,#NUM!,#NUM!,not finished testing,#DIV/0!,#N/A,#NUM!,#NUM!,#N/A,#NUM!,FALSE,FALSE,#NUM!,1466,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1467,55,10,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.83,9/2/2020,Vishwa,Mason,HCS,HCS-44,6,1165,4925,3760,SA,9/14/2020,SA,8,110,25,d40g,2,9/14/2020,ET,11,9/25/2020,AW,5.0890,2.0890,2.0500,2.2300,1.8390,1.8060,1.9980,344.3,AW,3116,AW,9.05,20200925,2660,W,0.2998,99.70,0.0000,0.3759,3.7594,4.1,0.122,99.8501,100.3,99.7001,98.9505,N,N,,,Erin,20200929,237.3,187.964,1.262,Adin,20200925,20200929,Erin,,Saad,Mina,Mina,12B10,44103,4,44099,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1467,1,2,B,10,,-0.127,0.1016,-0.0254,0.3556,-0.1778,-0.2286,0.2286
1468,51,11,7,22,9/22/2020,,Sector 1-12,SG47,15-B,0.28,9/1/2020,Saad,Jerome,HCS,HCS-43,6,1165,4850,3685,SA,9/2/2020,ET,8,110,25,d40g,2,9/2/2020,ET,12,9/14/2020,AW,5.0850,2.0860,2.0490,2.2150,1.8250,1.7830,2.0060,341.6,AW,3082,AW,9.02,20200914,2650,W,1.3118,99.33,0.1509,1.1321,5.7359,7.0,0.159,100.3,99.2504,99.2504,98.5007,N,N,,,Mason,20200916,249.032,199.031,1.251,Zander,20200916.1,20200916,Mason,,Saad,Adin,Adin,10D11,44090,2,44090,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1468,1,0,D,11,,0.0762,0.0254,0.0508,0.1778,-0.635,-0.8128,0.4318
1469,52,11,7,23,10/5/2020,,Sector 1-12,SG47,15-B,0.78,9/2/2020,Vishwa,Mason,HCS,HCS-44,7,1155,4930,3775,SA,9/4/2020,SA,8,110,25,d40g,2,9/4/2020,ET,14,9/18/2020,AW,5.0850,2.0700,2.0420,2.2080,1.8360,1.8150,1.9960,341.0,AW,3170,AW,9.30,20200918,2665,W,0.6372,99.89,0.0375,0.4503,2.5891,3.1,0.121,100.45,99.4003,99.8501,99.8501,N,N,,,Mina,20200924,329.741,226.026,1.459,Mina,20200924,20200924,Mina,,Adin,Adin,Adin,11A11,44098,6,44098,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1469,1,1,A,11,,0.0762,-0.381,-0.127,0,-0.3556,0,0.1778
